뉴스제목,주가변동
기관·기관 쌍끌이 매수에 950선 회복,0
日 장중 약보합 '관망세'...중화권 증시 휴장,0
기관·외국인 매도세에 코스피 2750선 약보합,0
美 기술주 강세…외국인 반발 매수 기대해볼까?,0
"위험선호 vs 강달러…환율, 1210원대 좁은 움직임 예상",0
"""경기침체 당장 안온다"" 기술주 강세...트위터 27%↑",0
해외 주식형 펀드 4거래일간 660억원 순유입,0
머스크 지분매입에 트위터 27%↑…나스닥도 1.9% 상승,0
EU의 대러 추가 제재 논의 예고에도 소폭 상승,0
"美 긴축 소식에 얼어붙은 日·中…""팔게요"" 매물 쌓였다",0
코스피·코스닥 하락… 美 긴축 우려에 기관·외국인 동반 매도,0
"코스피, FOMC 의사록 공개 앞두고 하락",0
외인·기관 '팔자'에 동반 하락…코스피 2735선,0
1% 후퇴해 943선…에코프로비엠 시총 1위 탈환,0
美 긴축 경계에 달러 강세…환율 3거래일 만에 상승,0
'공격적 긴축' 우려…美증시 따라 일제 하락,0
"코스피, 美 긴축 우려 재부각에 투심 위축…2730선",0
"5월 양적긴축 언급한 연준 2인자…환율, 1220원대 상승 시도",0
"연준 부의장 ""이르면 5월 양적 긴축 시작""…美 증시, 일제 하락",0
온건파 입에서 나온 '더 강한 긴축' 예고…기술주 '우수수',0
국내 채권형 펀드 2거래일간 3279억원 순유입,0
“대차대조표 더 빨리 축소”…나스닥 -2.26%,0
"EU, 러 추가제재 우려속 하락",0
"美 긴축 소식에 얼어붙은 日·中…""팔게요"" 매물 쌓였다",0
코스피·코스닥 하락… 美 긴축 우려에 기관·외국인 동반 매도,0
"코스피, FOMC 의사록 공개 앞두고 하락",0
외인·기관 '팔자'에 동반 하락…코스피 2735선,0
1% 후퇴해 943선…에코프로비엠 시총 1위 탈환,0
美 긴축 경계에 달러 강세…환율 3거래일 만에 상승,0
'공격적 긴축' 우려…美증시 따라 일제 하락,0
"코스피, 美 긴축 우려 재부각에 투심 위축…2730선",0
"5월 양적긴축 언급한 연준 2인자…환율, 1220원대 상승 시도",0
"연준 부의장 ""이르면 5월 양적 긴축 시작""…美 증시, 일제 하락",0
온건파 입에서 나온 '더 강한 긴축' 예고…기술주 '우수수',0
국내 채권형 펀드 2거래일간 3279억원 순유입,0
“대차대조표 더 빨리 축소”…나스닥 -2.26%,0
"EU, 러 추가제재 우려속 하락",0
초반 상승세…독일 DAX 1.52%↑,0
"코스피, 2700선 회복…개인·기관 동반매수",0
"방향성없는 증시…연준 긴축, 상하이 봉쇄 장기화",0
"3월 FOMC 의사록 여파…환율, 9거래일만 1220원대 안착",0
"코스피, 개인·기관 '사자' 하루 만에 상승 전환…2700선 복귀",0
"코스피, 개인 반발 매수세에 2700선 회복",0
기관 '사자'…하루만에 930선 회복,0
코로나 확산에 中 투심 시들...日 증시도 하락,0
외국인·기관 매도세에 코스피 2600선 회귀,0
"달러 강세 vs 위험선호…환율, 1220원대 안착하나",0
"실적 시즌 美 증시 기대감 ""韓 투심 개선…반등 시도 기대""",0
월가 '안정적 수익·배당' 찾기...버핏이 찍은 HP 15%↑,0
"뉴욕증시, 사흘 만에 상승…러시아, 유엔 인권이사회서 퇴출",0
국내 채권형 펀드서 2거래일간 4762억원 순유출,0
연준발 긴축여파에도 나스닥 소폭 상승,0
'호실적 전망' 삼성전자…'리오프닝 수혜' 엔터株 주목,0
미 연준 긴축 정책 우려 속 소폭 하락,0
초반 상승세…독일 DAX 1.52%↑,0
"코스피, 2700선 회복…개인·기관 동반매수",0
"방향성없는 증시…연준 긴축, 상하이 봉쇄 장기화",0
"3월 FOMC 의사록 여파…환율, 9거래일만 1220원대 안착",0
"코스피, 개인·기관 '사자' 하루 만에 상승 전환…2700선 복귀",0
"코스피, 개인 반발 매수세에 2700선 회복",0
기관 '사자'…하루만에 930선 회복,0
코로나 확산에 中 투심 시들...日 증시도 하락,0
외국인·기관 매도세에 코스피 2600선 회귀,0
"달러 강세 vs 위험선호…환율, 1220원대 안착하나",0
"실적 시즌 美 증시 기대감 ""韓 투심 개선…반등 시도 기대""",0
월가 '안정적 수익·배당' 찾기...버핏이 찍은 HP 15%↑,0
"뉴욕증시, 사흘 만에 상승…러시아, 유엔 인권이사회서 퇴출",0
국내 채권형 펀드서 2거래일간 4762억원 순유출,0
연준발 긴축여파에도 나스닥 소폭 상승,0
'호실적 전망' 삼성전자…'리오프닝 수혜' 엔터株 주목,0
미 연준 긴축 정책 우려 속 소폭 하락,0
"코스피, 외국인 매도에 2700선 다시 붕괴··· 코스닥도 동반 하락",0
'中 봉쇄+인플레 우려' 겹악재에…상하이 2.61% ↓,0
대체로 하락세…대선 치른 佛은 상승,0
美 긴축·中 경기 둔화에 코스피 0.27% 하락,0
"달러인덱스 100돌파…환율, 한 달 만에 1230원대 복귀",0
외국인·기관 쌍끌이 매도에 920선 털썩,0
외인 매도에 코스피 약세…코스닥은 1.38%↓,0
지지부진한 美 증시·中 코로나 확산에 하락세,0
美 물가지표 발표 앞두고 경계심 커진 코스피,0
美 물가지표 발표 앞두고 환율 1230원 상향 시도,0
국내 채권형 펀드서 1026억원 순유입,0
"코스피, 외국인 매도에 2700선 다시 붕괴··· 코스닥도 동반 하락",0
'中 봉쇄+인플레 우려' 겹악재에…상하이 2.61% ↓,0
대체로 하락세…대선 치른 佛은 상승,0
美 긴축·中 경기 둔화에 코스피 0.27% 하락,0
"달러인덱스 100돌파…환율, 한 달 만에 1230원대 복귀",0
외국인·기관 쌍끌이 매도에 920선 털썩,0
외인 매도에 코스피 약세…코스닥은 1.38%↓,0
지지부진한 美 증시·中 코로나 확산에 하락세,0
美 물가지표 발표 앞두고 경계심 커진 코스피,0
美 물가지표 발표 앞두고 환율 1230원 상향 시도,0
국내 채권형 펀드서 1026억원 순유입,0
코스피 상승 마감…개인·기관 동반 매수,0
美·中 훈풍에…닛케이도 2만7000선 회복,0
장 초반 혼조세…英 0.35%↓,0
'기준금리' 인상에 코스피 보합 마감…0.01%↑,0
금리 인상 여파…강보합,0
"ECB로 옮겨간 관심, 달러 약세…환율, 1200원대 이틀째 하락",0
"코스피, 금통위·옵션만기일에도 상승",0
아시아로 불어온 美 증시 훈풍,0
高인플레이션·금리 인상 우려에 코스피 약세 전환,0
"살아난 위험선호+강달러 진정…환율, 이틀째 하락 전망",0
"1분기 어닝시즌, '반등'으로 시작…나스닥 2.03%↑",0
뉴욕증시 상승·나스닥 2.03%↑…모임·영업 거리두기 해제 검토,0
ECB 회의 주시 속 보합권,0
코스피 상승 마감…개인·기관 동반 매수,0
美·中 훈풍에…닛케이도 2만7000선 회복,0
장 초반 혼조세…英 0.35%↓,0
'기준금리' 인상에 코스피 보합 마감…0.01%↑,0
금리 인상 여파…강보합,0
"ECB로 옮겨간 관심, 달러 약세…환율, 1200원대 이틀째 하락",0
"코스피, 금통위·옵션만기일에도 상승",0
아시아로 불어온 美 증시 훈풍,0
高인플레이션·금리 인상 우려에 코스피 약세 전환,0
"살아난 위험선호+강달러 진정…환율, 이틀째 하락 전망",0
"1분기 어닝시즌, '반등'으로 시작…나스닥 2.03%↑",0
뉴욕증시 상승·나스닥 2.03%↑…모임·영업 거리두기 해제 검토,0
ECB 회의 주시 속 보합권,0
"코스피, 3거래일만에 2700선 붕괴…외국인·기관 동반 매도",0
2700선 또 내준 코스피…외인·기관 7600억 '팔자',0
中 MLF 금리동결에 실망…상하이 0.45%↓,0
"율, 사흘만의 상승 전환…1230원대 안착은 실패",0
"코스피, 금리인하 후 2700선 붕괴…삼성전자 '신저가'",0
기관·외국인 '팔자'…920선,0
美 기준금리 상승 우려에 투심 눌려,0
美공격적 긴축 우려에 코스피 2690선 후퇴,0
"美달러화 강세 독주 복귀…환율, 1230원대 회복 시도",0
'인플레 피크아웃' 아직 멀었나…코스피 약세장 전망,0
긴축 우려·금리 상승…美 나스닥 2%대 '급락',0
"뉴욕연은 총재 ""물가 정점 불확실"", 금리 폭등→주가 하락",0
국내 채권형 펀드서 2거래일간 4238억원 순유출,0
"거리두기, 2년 1개월 만에 '해제'…나스닥 2.14% '급락'",0
美 국채금리 2.8% 돌파에 나스닥 -2.14%,0
"""네카오 반등할 때 됐나""…꿈틀대는 대형株에 관심 쑥",0
ECB 기준금리 동결에 소폭 상승,0
"코스피, 3거래일만에 2700선 붕괴…외국인·기관 동반 매도",0
2700선 또 내준 코스피…외인·기관 7600억 '팔자',0
中 MLF 금리동결에 실망…상하이 0.45%↓,0
"율, 사흘만의 상승 전환…1230원대 안착은 실패",0
"코스피, 금리인하 후 2700선 붕괴…삼성전자 '신저가'",0
기관·외국인 '팔자'…920선,0
美 기준금리 상승 우려에 투심 눌려,0
美공격적 긴축 우려에 코스피 2690선 후퇴,0
"美달러화 강세 독주 복귀…환율, 1230원대 회복 시도",0
'인플레 피크아웃' 아직 멀었나…코스피 약세장 전망,0
긴축 우려·금리 상승…美 나스닥 2%대 '급락',0
"뉴욕연은 총재 ""물가 정점 불확실"", 금리 폭등→주가 하락",0
국내 채권형 펀드서 2거래일간 4238억원 순유출,0
"거리두기, 2년 1개월 만에 '해제'…나스닥 2.14% '급락'",0
美 국채금리 2.8% 돌파에 나스닥 -2.14%,0
"""네카오 반등할 때 됐나""…꿈틀대는 대형株에 관심 쑥",0
ECB 기준금리 동결에 소폭 상승,0
"코스피, 2710선 회복…기관 매수 영향",0
"日증시, 반도체주 강세에 상승",0
장 초반 하락세…英 0.18%↓,0
"기관이 끈 코스피, 1% 오른 2718선 마감…하이닉스 3%↑",0
외국인·기관 쌍끌이 매수에 930선 회복,0
"율, 2.5원 올라 1230원대 추가 상승…네고에도 강달러 못 꺾어",0
코스피 2700대 회복…삼성전자·SK하이닉스↑,0
"나흘 쉬었던 홍콩증시 급락, 밀린 악재 받았다",0
"코스피, 外인 순매수에 2710선…실적 이슈 따른 개별장세 지속",0
"불러드 총재 ""0.75%p 인상""…환율, 1230원대 추가 상승 전망",0
'코스피 상승 기대'…방향성 없어 개별 종목 장세 '단기매매 치중',0
"기업 실적·금리 우려에 美증시 하락…여야, '검수완박' 극한대치",0
국채금리·원자재↑부담에 美증시 약세...트위터 7%↑,0
국내 채권형 펀드에 553억원 순유입,0
美 10년 물 국채 2.88%에 나스닥 -0.14%,0
"코스피, 2710선 회복…기관 매수 영향",0
"日증시, 반도체주 강세에 상승",0
장 초반 하락세…英 0.18%↓,0
"기관이 끈 코스피, 1% 오른 2718선 마감…하이닉스 3%↑",0
외국인·기관 쌍끌이 매수에 930선 회복,0
"율, 2.5원 올라 1230원대 추가 상승…네고에도 강달러 못 꺾어",0
코스피 2700대 회복…삼성전자·SK하이닉스↑,0
"나흘 쉬었던 홍콩증시 급락, 밀린 악재 받았다",0
"코스피, 外인 순매수에 2710선…실적 이슈 따른 개별장세 지속",0
"불러드 총재 ""0.75%p 인상""…환율, 1230원대 추가 상승 전망",0
'코스피 상승 기대'…방향성 없어 개별 종목 장세 '단기매매 치중',0
"기업 실적·금리 우려에 美증시 하락…여야, '검수완박' 극한대치",0
국채금리·원자재↑부담에 美증시 약세...트위터 7%↑,0
국내 채권형 펀드에 553억원 순유입,0
美 10년 물 국채 2.88%에 나스닥 -0.14%,0
'시진핑 봉쇄 옹호'에 상하이종합지수 2.26%↓,0
초반 혼조세…英 0.19%↓,0
기관 '사자'에 코스피 소폭 상승…반도체는 막판 상승폭 줄어,0
"코스피, 기관 매수에 강보합...삼성전자 4일 연속 ‘상승’",0
"달러화 하락에도 위안화 약세 연동…환율, 1230원대 상승 전",0
개인·기관 매수에 강보합,0
"코스피, 기관 매수세에 0.35% 상승",0
美 국채금리 하락에 닛케이 상승,0
실적 시즌이 돌아왔다…코스피·코스닥 동반 상승,0
"연준 자신감 훈풍 기대…넷플릭스·IBM·테슬라 급등락 ""종목장세 연출""",0
"달러 약세 전환…환율, 이틀 연속 1230원대 하락 예상",0
"넷플릭스 35%폭락...기술주 '흔들', '호실적' P&G↑",0
"뉴욕증시 혼조세, 넷플릭스 급락…낮 최고 25도",0
국내 주식형 펀드 3거래일간 413억 순유입,0
넷플릭스 -35% 대폭락에 나스닥 -1.22%,0
기업실적 주시하며 일제히 반등,0
'시진핑 봉쇄 옹호'에 상하이종합지수 2.26%↓,0
초반 혼조세…英 0.19%↓,0
기관 '사자'에 코스피 소폭 상승…반도체는 막판 상승폭 줄어,0
"코스피, 기관 매수에 강보합...삼성전자 4일 연속 ‘상승’",0
"달러화 하락에도 위안화 약세 연동…환율, 1230원대 상승 전",0
개인·기관 매수에 강보합,0
"코스피, 기관 매수세에 0.35% 상승",0
美 국채금리 하락에 닛케이 상승,0
실적 시즌이 돌아왔다…코스피·코스닥 동반 상승,0
"연준 자신감 훈풍 기대…넷플릭스·IBM·테슬라 급등락 ""종목장세 연출""",0
"달러 약세 전환…환율, 이틀 연속 1230원대 하락 예상",0
"넷플릭스 35%폭락...기술주 '흔들', '호실적' P&G↑",0
"뉴욕증시 혼조세, 넷플릭스 급락…낮 최고 25도",0
국내 주식형 펀드 3거래일간 413억 순유입,0
넷플릭스 -35% 대폭락에 나스닥 -1.22%,0
기업실적 주시하며 일제히 반등,0
코스피·코스닥 나란히 하락…美·유럽 ‘매파 발언’에 우리 증시 ‘휘청’,0
장 초반 하락세…유로스톡스50 1.61%↓,0
2700선 '턱걸이' 코스피…긴축+금리 우려에 -0.86%↓,0
연준 '빅스텝' 공식화에 닛케이 1.63%↓,0
"당국이 또 눌렀다…환율, 1230원대 강보합 상승 그쳐",0
"코스피, 미 연준 '빅스텝' 우려에 하락…외인·기관 '팔자'",0
파월 '빅스텝 언급'에 920선 하락…외인·기관 매도,0
美 증시 급락에 일제히 하락세,0
美 금리 급등 우려에 코스피·코스닥 동반 약세,0
파월의 작심 발언 '투심 찬물'…긴축 악재로 코스피 변동성 불가피,0
"파월 '빅스텝' 또 언급…환율, 1240원대 안착 재시도",0
"파월 Fed 의장 ""5월 0.5%p 금리인상 논의""…뉴욕증시 '하락'",0
"파월, 5월 '금리 빅스텝' 신호…美 기술주 '주르륵'",0
국내 채권형 펀드 2거래일간 2134억원 순유출,0
"파월, “5월 0.5%p 인상”…나스닥 -2.07%",0
기업실적 호조 기대감에 상승,0
코스피·코스닥 나란히 하락…美·유럽 ‘매파 발언’에 우리 증시 ‘휘청’,0
장 초반 하락세…유로스톡스50 1.61%↓,0
2700선 '턱걸이' 코스피…긴축+금리 우려에 -0.86%↓,0
연준 '빅스텝' 공식화에 닛케이 1.63%↓,0
"당국이 또 눌렀다…환율, 1230원대 강보합 상승 그쳐",0
"코스피, 미 연준 '빅스텝' 우려에 하락…외인·기관 '팔자'",0
파월 '빅스텝 언급'에 920선 하락…외인·기관 매도,0
美 증시 급락에 일제히 하락세,0
美 금리 급등 우려에 코스피·코스닥 동반 약세,0
파월의 작심 발언 '투심 찬물'…긴축 악재로 코스피 변동성 불가피,0
"파월 '빅스텝' 또 언급…환율, 1240원대 안착 재시도",0
"파월 Fed 의장 ""5월 0.5%p 금리인상 논의""…뉴욕증시 '하락'",0
"파월, 5월 '금리 빅스텝' 신호…美 기술주 '주르륵'",0
국내 채권형 펀드 2거래일간 2134억원 순유출,0
"파월, “5월 0.5%p 인상”…나스닥 -2.07%",0
기업실적 호조 기대감에 상승,0
초반 상승세…독일 DAX 1.11%↑,0
코스피·코스닥 3거래일만에 나란히 상승…美 증시 개선 영향,0
"'불안불안 베이징'…반짝 반등 中증시, 2900도 깨져",0
"코스피, 반발매수에 0.42% 오른 2668선 마감…환율 1250원 돌파",0
"코스피, 美훈풍에 반등했지만…2700선 탈환 역부족",0
中위안화 따라 원화도 추락…환율 2년여 만에 1250원대,0
1%대 상승해 900선 회복…제약주 강세,0
美기술주 반등·저가 매수에…닛케이 0.51%↑,0
"코스피, 반발 매수세 유입에 소폭 상승",0
살아난 위험선호…환율 나흘 만에 하락 시도,0
"""美 증시 반등·실적 기대감…韓 증시 소폭 상승 출발 예상""",0
경기우려에 되레 뛴 기술주…머스크 인수 트위터 5.6%↑,0
"머스크, 55조원에 트위터 인수 합의…뉴욕증시, 기술주 반등에 상승",0
국내 채권형 펀드 하루 동안 1012억원 순유입,0
中 봉쇄 확대에 미 국채금리 하락…나스닥 1.29%↑,0
중국 코로나19 봉쇄 조치에 일제히 하락,0
초반 상승세…독일 DAX 1.11%↑,0
코스피·코스닥 3거래일만에 나란히 상승…美 증시 개선 영향,0
"'불안불안 베이징'…반짝 반등 中증시, 2900도 깨져",0
"코스피, 반발매수에 0.42% 오른 2668선 마감…환율 1250원 돌파",0
"코스피, 美훈풍에 반등했지만…2700선 탈환 역부족",0
中위안화 따라 원화도 추락…환율 2년여 만에 1250원대,0
1%대 상승해 900선 회복…제약주 강세,0
美기술주 반등·저가 매수에…닛케이 0.51%↑,0
"코스피, 반발 매수세 유입에 소폭 상승",0
살아난 위험선호…환율 나흘 만에 하락 시도,0
"""美 증시 반등·실적 기대감…韓 증시 소폭 상승 출발 예상""",0
경기우려에 되레 뛴 기술주…머스크 인수 트위터 5.6%↑,0
"머스크, 55조원에 트위터 인수 합의…뉴욕증시, 기술주 반등에 상승",0
국내 채권형 펀드 하루 동안 1012억원 순유입,0
中 봉쇄 확대에 미 국채금리 하락…나스닥 1.29%↑,0
중국 코로나19 봉쇄 조치에 일제히 하락,0
"""이러다 망할라, 규제 풀겠다""…시진핑 한마디에 中증시 날았다",0
일제히 상승… 유로스톡스 50 1.37%↑,0
코스피 1%대 상승 마감…기관·외국인 동반 매수,0
코스피 2700선 회복 코 앞…1.03% 상승,0
"'오를 만큼 다 올랐나'…환율, 16.6원↓ 7거래일만에 하락 전",0
"'외인 매수+진정된 환율' 코스피, 1% 상승 마감…삼성전자 4%↑",0
상승…기관 매수에 900선 회복,0
노동절 휴장 앞 '애플 경고'에…홍콩 홀로 하락 중,0
"美 역성장에도 强달러…환율, 1270원대 초반서 숨고르기 하나",0
"美 견고한 실적에 3대지수 상승 마감…코스피, 대형주 위주 수급 개선",0
"국내 채권형 펀드, 3거래일간 3337억원 순유출",0
빅테크 기업 실적 호조에 뉴욕증시 급등…美 1분기 GDP 역성장,0
'호실적'에 美증시 UP...메타 17%↑텔라독 40%↓,0
美 역성장에도 어닝 호조…나스닥 3.06%↑,0
차이나 리스크 더 번질라…투자자들 '리츠 방패'부터 들었다,0
기업 실적 호조세 속에 일제히 상승,0
"""이러다 망할라, 규제 풀겠다""…시진핑 한마디에 中증시 날았다",0
일제히 상승… 유로스톡스 50 1.37%↑,0
코스피 1%대 상승 마감…기관·외국인 동반 매수,0
코스피 2700선 회복 코 앞…1.03% 상승,0
"'오를 만큼 다 올랐나'…환율, 16.6원↓ 7거래일만에 하락 전",0
"'외인 매수+진정된 환율' 코스피, 1% 상승 마감…삼성전자 4%↑",0
상승…기관 매수에 900선 회복,0
노동절 휴장 앞 '애플 경고'에…홍콩 홀로 하락 중,0
"美 역성장에도 强달러…환율, 1270원대 초반서 숨고르기 하나",0
"美 견고한 실적에 3대지수 상승 마감…코스피, 대형주 위주 수급 개선",0
"국내 채권형 펀드, 3거래일간 3337억원 순유출",0
빅테크 기업 실적 호조에 뉴욕증시 급등…美 1분기 GDP 역성장,0
'호실적'에 美증시 UP...메타 17%↑텔라독 40%↓,0
美 역성장에도 어닝 호조…나스닥 3.06%↑,0
차이나 리스크 더 번질라…투자자들 '리츠 방패'부터 들었다,0
기업 실적 호조세 속에 일제히 상승,0
美금리결정·연휴 앞두고…닛케이 0.11%↓,0
장 초반 하락세…獨 0.92% ↓,0
코스피 2680대로 뒷걸음…美 FOMC 경계심리 반영,0
"코스피, 0.28%↓ 2687선 주춤…美증시 급락 영향",0
"美 FOMC 경계감…환율, 하루 만에 9원 상승",0
"코스피, FOMC 관망·달러 강세에 0.28%↓",0
개인 vs 기관 공방 속 약보합…900선 턱걸이,0
"日, 美증시 여파로 하락…中 노동절 휴장",0
"코스피, 美 증시 폭락에 하락 출발… 외인·기관 순매도",0
"낙폭 되돌림…환율, 1260원대 재진입 전망",0
"국내 채권형 펀드, 4거래일간 4048억원 순유출",0
美금리결정·연휴 앞두고…닛케이 0.11%↓,0
장 초반 하락세…獨 0.92% ↓,0
코스피 2680대로 뒷걸음…美 FOMC 경계심리 반영,0
"코스피, 0.28%↓ 2687선 주춤…美증시 급락 영향",0
"美 FOMC 경계감…환율, 하루 만에 9원 상승",0
"코스피, FOMC 관망·달러 강세에 0.28%↓",0
개인 vs 기관 공방 속 약보합…900선 턱걸이,0
"日, 美증시 여파로 하락…中 노동절 휴장",0
"코스피, 美 증시 폭락에 하락 출발… 외인·기관 순매도",0
"낙폭 되돌림…환율, 1260원대 재진입 전망",0
"국내 채권형 펀드, 4거래일간 4048억원 순유출",0
中·日 휴장…차익실현 매도 나온 홍콩증시,0
장 초반 혼조세…英↓ 佛·獨↑,0
코스피 소폭 하락 마감…美 ‘빅스텝’ 앞두고 관망세,0
"5월 FOMC 앞두고 달러 매수 우위…환율, 1260원대 이틀째 상승",0
"코스피, 0.26% 하락 2680선…FOMC 경계심리",0
900선 사수…기관 나홀로 '사자',0
"코스피, 美 FOMC 경계감 속 약보합",0
日·中 휴장…홍콩·대만 약세,0
"반발 매수세 유입된 코스피, 장초반 상승 출발",0
"빅스텝 금리인상 코 앞…환율, 1260원대 이틀째 상승 예상",0
"FOMC 앞두고 뉴욕증시 반등…국회, 오전 본회의서 '검수완박 2차전'",0
FOMC 앞두고 미 국채 금리 3년 만에 3% 돌파,0
"국내 채권형 펀드, 491억원 순유입",0
"'거품빠진' 기술주 일제반등...""저가매수 vs 신중해야""",0
글로벌 경기 불안감 속 일제히 하락,0
中·日 휴장…차익실현 매도 나온 홍콩증시,0
장 초반 혼조세…英↓ 佛·獨↑,0
코스피 소폭 하락 마감…美 ‘빅스텝’ 앞두고 관망세,0
"5월 FOMC 앞두고 달러 매수 우위…환율, 1260원대 이틀째 상승",0
"코스피, 0.26% 하락 2680선…FOMC 경계심리",0
900선 사수…기관 나홀로 '사자',0
"코스피, 美 FOMC 경계감 속 약보합",0
日·中 휴장…홍콩·대만 약세,0
"반발 매수세 유입된 코스피, 장초반 상승 출발",0
"빅스텝 금리인상 코 앞…환율, 1260원대 이틀째 상승 예상",0
"FOMC 앞두고 뉴욕증시 반등…국회, 오전 본회의서 '검수완박 2차전'",0
FOMC 앞두고 미 국채 금리 3년 만에 3% 돌파,0
"국내 채권형 펀드, 491억원 순유입",0
"'거품빠진' 기술주 일제반등...""저가매수 vs 신중해야""",0
글로벌 경기 불안감 속 일제히 하락,0
FOMC 회의 앞두고 관망세…항셍 1.14%↓,0
코스피 0.11% 하락···5일 美 FOMC 앞두고 관망,0
"FOMC 경계+北 도발…환율, 고작 1.5원 하락",0
"코스피, 여전한 美 FOMC 경계감 속 약보합",0
코스피 0.11% 하락 2677선…FOMC 결과 관망,0
외국인 거센 매도에 900선 또 '위태',0
美 FOMC 기다리며 혼조…日·中 휴장,0
금리인상 선방영한 코스피 FOMC 앞두고 상승,0
"FOMC 대기 모드…환율, 1250원대 하향 시도",0
"""이미 금리인상 반영"" 美증시 강세...에너지·금융↑",0
"美증시, FOMC 앞두고 이틀째 '상승'…'고발사주' 수사결과 발표",0
"국내 채권형 펀드, 2거래일간 799억원 순유입",0
뉴욕증시 FOMC 결정 앞두고 이틀째 상승…S&P 0.5%↑,0
미 연준 FOMC 주시하며 일제히 상승,0
FOMC 회의 앞두고 관망세…항셍 1.14%↓,0
코스피 0.11% 하락···5일 美 FOMC 앞두고 관망,0
"FOMC 경계+北 도발…환율, 고작 1.5원 하락",0
"코스피, 여전한 美 FOMC 경계감 속 약보합",0
코스피 0.11% 하락 2677선…FOMC 결과 관망,0
외국인 거센 매도에 900선 또 '위태',0
美 FOMC 기다리며 혼조…日·中 휴장,0
금리인상 선방영한 코스피 FOMC 앞두고 상승,0
"FOMC 대기 모드…환율, 1250원대 하향 시도",0
"""이미 금리인상 반영"" 美증시 강세...에너지·금융↑",0
"美증시, FOMC 앞두고 이틀째 '상승'…'고발사주' 수사결과 발표",0
"국내 채권형 펀드, 2거래일간 799억원 순유입",0
뉴욕증시 FOMC 결정 앞두고 이틀째 상승…S&P 0.5%↑,0
미 연준 FOMC 주시하며 일제히 상승,0
코스피·코스닥 1% 이상 하락…나스닥 ‘5% 폭락’ 영향,0
장초반 하락세…美 뉴욕증시 폭락 여파,0
항저우 아시안게임도 연기…중화권 증시 줄줄이 하락,0
"美 빠른 긴축에 달러 초강세…환율, 5거래일 만에 1270원대",0
"코스피, 연준 '빅스텝'에 1%대 하락…2640선으로 '후퇴'",0
검은 수요일…외인·기관 물량에 884선 하락,0
"코스피, 1.23% 하락 2644선…美 급락 여파",0
악재 쌓인 中 '뚝↓'…나흘 만에 연 日은 강보합,0
"FOMC 후폭풍에 흔들리는 코스피, 1%대 하락",0
美긴축+中경기둔화 확인…환율 1270원대 상승 시도,0
"뉴욕증시, FOMC 후폭풍에 폭락…낮 최고기온 29도",0
"'안도랠리' 하루만에 증시폭락...""불확실성 과잉우려""",0
"국내 주식형 펀드, 2거래일간 658억원 순유입",0
원화값 급락·반도체株 부진…대외 불확실성 언제 해소되나,0
성장 둔화 우려에 하락 반전,0
코스피·코스닥 1% 이상 하락…나스닥 ‘5% 폭락’ 영향,0
장초반 하락세…美 뉴욕증시 폭락 여파,0
항저우 아시안게임도 연기…중화권 증시 줄줄이 하락,0
"美 빠른 긴축에 달러 초강세…환율, 5거래일 만에 1270원대",0
"코스피, 연준 '빅스텝'에 1%대 하락…2640선으로 '후퇴'",0
검은 수요일…외인·기관 물량에 884선 하락,0
"코스피, 1.23% 하락 2644선…美 급락 여파",0
악재 쌓인 中 '뚝↓'…나흘 만에 연 日은 강보합,0
"FOMC 후폭풍에 흔들리는 코스피, 1%대 하락",0
美긴축+中경기둔화 확인…환율 1270원대 상승 시도,0
"뉴욕증시, FOMC 후폭풍에 폭락…낮 최고기온 29도",0
"'안도랠리' 하루만에 증시폭락...""불확실성 과잉우려""",0
"국내 주식형 펀드, 2거래일간 658억원 순유입",0
원화값 급락·반도체株 부진…대외 불확실성 언제 해소되나,0
성장 둔화 우려에 하락 반전,0
초반 일제히 상승세…독일 DAX 1.23%↑,0
"코스피, 2600선 붕괴…장중 연중 최저치도 경신",0
美 긴축 쇼크에 흔들리는 아시아…日·홍콩 공포의 매도,0
"'긴축 쇼크' 코스피, 2600선 무너져…외인 사흘간 1조 순매도",0
"코스피, 2% 급락 후 진정…1년5개월만에 2600선 하회",0
"위안화 반등에 상승폭 줄여…환율, 사흘째 연 고점 경신",0
4일째 하락…저가매수 유입에 낙폭 제한,0
"""어디까지 떨어질까""…美증시 급락에 亞도 '휘청'",0
美 증시 폭락에 개미들 패닉…코스피 2600선 붕괴,0
"점차 커지는 스태그 공포…환율, 1270원대 사흘째 상승 전망",0
국내 채권형 펀드 2거래일간 3013억원 순유입,0
"'성장둔화' 공포에 S&P 4000선 붕괴...""바닥은?""",0
나스닥 4.29% 폭락·S&P 4000 붕괴…공포에 질린,0
중국 봉쇄·금리 인상 우려에 급락,0
초반 일제히 상승세…독일 DAX 1.23%↑,0
"코스피, 2600선 붕괴…장중 연중 최저치도 경신",0
美 긴축 쇼크에 흔들리는 아시아…日·홍콩 공포의 매도,0
"'긴축 쇼크' 코스피, 2600선 무너져…외인 사흘간 1조 순매도",0
"코스피, 2% 급락 후 진정…1년5개월만에 2600선 하회",0
"위안화 반등에 상승폭 줄여…환율, 사흘째 연 고점 경신",0
4일째 하락…저가매수 유입에 낙폭 제한,0
"""어디까지 떨어질까""…美증시 급락에 亞도 '휘청'",0
美 증시 폭락에 개미들 패닉…코스피 2600선 붕괴,0
"점차 커지는 스태그 공포…환율, 1270원대 사흘째 상승 전망",0
국내 채권형 펀드 2거래일간 3013억원 순유입,0
